mode_id,wind_area1_pct,wind_area2_pct,solar_area1_pct,solar_area2_pct,load_area1,load_area2,gen_dispatch_bias,total_re_pct,net_flow_proxy,inertia_proxy,stress_index
0,0.06853562637086642,0.11733667293614877,0.16085656083203545,0.07852105278837626,1.2213434935912675,1.121214626589018,-0.08670445588079614,0.21262495646371346,0.037824934404094575,0.9070638503464924,0.3433844732730136
1,0.5473283614168338,0.15292313182039466,0.3174198456248418,0.07105168079030698,0.8026439410066908,1.0890136809279516,0.0512708953546917,0.5443615098261887,-0.4323014593647887,0.6498742533813857,0.6000398850330093
2,0.4509339514807036,0.44866365676692904,0.32937816608519366,0.3823744730975584,1.1477034212968045,0.9270210013605267,-0.11230323509603417,0.8056751237151923,0.10724403748335636,0.5502011958761837,0.5552975776404235
3,0.13478728441912208,0.5004175811853631,0.2824427515514711,0.3832886466011705,1.0250832167752888,1.0699199673977637,-0.0016175215063148896,0.6504681318785633,0.13636087625433066,0.6823975671977575,0.5157545745472869
4,0.18350742630475944,0.05779017062805453,0.3697020951376369,0.04761299610702632,0.7496045047851171,0.7591777241763791,0.0642121776754897,0.3293063440887386,-0.008219669554124745,0.879351201533593,0.16384989660834431
5,0.2374863171845494,0.17452204709679872,0.03980971802950963,0.2647092362603797,1.2131981116031905,0.8875377088486767,-0.06193307127842315,0.35826365928561876,0.23224519643221528,0.7939958178593259,0.45783653668654345
6,0.5641798409387986,0.3904125800151708,0.15726709607944192,0.1776780942570013,1.299167512972582,0.8684270031376418,-0.14667299820159,0.6447688056452063,0.19718388117153632,0.5227037895230153,0.5681164799885603
7,0.5285161485098344,0.32508005507851495,0.31479705509209965,0.12288523024899914,0.7638010894860447,0.7097769007728242,0.1708877083875912,0.6456392444647241,0.12319385038515204,0.5732018982058253,0.3505665055816981
8,0.5817246505346769,0.02845875528242826,0.20634408120074899,0.18795418797058563,0.7775989582229257,1.0885173422763141,0.06497390555740756,0.5022408374942199,-0.5225774261221052,0.6949082970914474,0.630971865795761
9,0.4681410006855504,0.029619169007999647,0.33057856823973686,0.27057631713570185,1.2908176299411624,0.7569815092992592,-0.05217468695569294,0.5494575275344944,0.2624005178474349,0.751119915153225,0.5391731065323642
10,0.09107124919630827,0.4017548828137652,0.13845863877069273,0.1743064242056539,1.0773650183549865,1.1150311696647868,-0.06691743750310669,0.4027955974932101,0.05075822799582155,0.7535869339949632,0.3896722227997204
11,0.5960028500911639,0.01706578070859523,0.31648644071635745,0.24533427458386906,1.0009561678831358,0.8177115877692004,0.10393321083203694,0.5874446730499928,-0.0022907437453120183,0.6934656846001204,0.3410192543802684
